47500	8
47501	8
47502	8
47503	8
47504	8
47505	8
47506	8
47507	8
47508	8
47509	8
47510	8
47511	8
47512	8
47513	8
47514	8
47515	8
47516	8
47517	8
47518	8
47519	8
47520	8
47521	8
47522	8
47523	8
47524	8
47525	8
47526	8
47527	8
47528	8
47529	8
47530	8
47531	8
47532	8
47533	8
47534	8
47535	8
47536	8
47537	8
47538	8
47539	8
47540	8
47541	8
47542	8
47543	8
47544	8
47545	8
47546	8
47547	8
47548	8
47549	8
47550	8
47551	8
47552	8
47553	8
47554	8
47555	8
47556	8
47557	8
47558	8
47559	8
47560	8
47561	8
47562	8
47563	8
47564	8
47565	8
47566	8
47567	8
47568	8
47569	8
47570	8
47571	8
47572	8
47573	8
47574	8
47575	8
47576	8
47577	8
47578	8
47579	8
47580	8
47581	8
47582	8
47583	8
47584	8
47585	8
47586	8
47587	8
47588	8
47589	8
47590	8
47591	8
47592	8
47593	8
47594	8
47595	8
47596	8
47597	8
47598	8
47599	8
47600	8
47601	8
47602	8
47603	8
47604	8
47605	8
47606	8
47607	8
47608	8
47609	8
47610	8
47611	8
47612	8
47613	8
47614	8
47615	8
47616	8
47617	8
47618	8
47619	8
47620	8
47621	8
47622	8
47623	8
47624	8
47625	8
47626	8
47627	8
47628	8
47629	8
47630	8
47631	8
47632	8
47633	8
47634	8
47635	8
47636	8
47637	8
47638	8
47639	8
47640	8
47641	8
47642	8
47643	8
47644	8
47645	8
47646	8
47647	8
47648	8
47649	8
47650	8
47651	8
47652	8
47653	8
47654	8
47655	8
47656	8
47657	8
47658	8
47659	8
47660	8
47661	8
47662	8
47663	8
47664	8
47665	8
47666	8
47667	8
47668	8
47669	8
47670	8
47671	8
47672	8
47673	8
47674	8
47675	8
47676	8
47677	8
47678	8
47679	8
47680	8
47681	8
47682	8
47683	8
47684	8
47685	8
47686	8
47687	8
47688	8
47689	8
47690	8
47691	8
47692	8
47693	8
47694	8
47695	8
47696	8
47697	8
47698	8
47699	8
47700	8
47701	8
47702	8
47703	8
47704	8
47705	8
47706	8
47707	8
47708	8
47709	8
47710	8
47711	8
47712	8
47713	8
47714	8
47715	8
47716	8
47717	8
47718	8
47719	8
47720	8
47721	8
47722	8
47723	8
47724	8
47725	8
47726	8
47727	8
47728	8
47729	8
47730	8
47731	8
47732	8
47733	8
47734	8
47735	8
47736	8
47737	8
47738	8
47739	8
47740	8
47741	8
47742	8
47743	8
47744	8
47745	8
47746	8
47747	8
47748	8
47749	8
47750	8
47751	8
47752	8
47753	8
47754	8
47755	8
47756	8
47757	8
47758	8
47759	8
47760	8
47761	8
47762	8
47763	8
47764	8
47765	8
47766	8
47767	8
47768	8
47769	8
47770	8
47771	8
47772	8
47773	8
47774	8
47775	8
47776	8
47777	8
47778	8
47779	8
47780	8
47781	8
47782	8
47783	8
47784	8
47785	8
47786	8
47787	8
47788	8
47789	8
47790	8
47791	8
47792	8
47793	8
47794	8
47795	8
47796	8
47797	8
47798	8
47799	8
47800	8
47801	8
47802	8
47803	8
47804	8
47805	8
47806	8
47807	8
47808	8
47809	8
47810	8
47811	8
47812	8
47813	8
47814	8
47815	8
47816	8
47817	8
47818	8
47819	8
47820	8
47821	8
47822	8
47823	8
47824	8
47825	8
47826	8
47827	8
47828	8
47829	8
47830	8
47831	8
47832	8
47833	8
47834	8
47835	8
47836	8
47837	8
47838	8
47839	8
47840	8
47841	8
47842	8
47843	8
47844	8
47845	8
47846	8
47847	8
47848	8
47849	8
47850	8
47851	8
47852	8
47853	8
47854	8
47855	8
47856	8
47857	8
47858	8
47859	8
47860	8
47861	8
47862	8
47863	8
47864	8
47865	8
47866	8
47867	8
47868	8
47869	8
47870	8
47871	8
47872	8
47873	8
47874	8
47875	8
47876	8
47877	8
47878	8
47879	8
47880	8
47881	8
47882	8
47883	8
47884	8
47885	8
47886	8
47887	8
47888	8
47889	8
47890	8
47891	8
47892	8
47893	8
47894	8
47895	8
47896	8
47897	8
47898	8
47899	8
47900	8
47901	8
47902	8
47903	8
47904	8
47905	8
47906	8
47907	8
47908	8
47909	8
47910	8
47911	8
47912	8
47913	8
47914	8
47915	8
47916	8
47917	8
47918	8
47919	8
47920	8
47921	8
47922	8
47923	8
47924	8
47925	8
47926	8
47927	8
47928	8
47929	8
47930	8
47931	8
47932	8
47933	8
47934	8
47935	8
47936	8
47937	8
47938	8
47939	8
47940	8
47941	8
47942	8
47943	8
47944	8
47945	8
47946	8
47947	8
47948	8
47949	8
47950	8
47951	8
47952	8
47953	8
47954	8
47955	8
47956	8
47957	8
47958	8
47959	8
47960	8
47961	8
47962	8
47963	8
47964	8
47965	8
47966	8
47967	8
47968	8
47969	8
47970	8
47971	8
47972	8
47973	8
47974	8
47975	8
47976	8
47977	8
47978	8
47979	8
47980	8
47981	8
47982	8
47983	8
47984	8
47985	8
47986	8
47987	8
47988	8
47989	8
47990	8
47991	8
47992	8
47993	8
47994	8
47995	8
47996	8
47997	8
47998	8
47999	8
48000	8
48001	8
48002	8
48003	8
48004	8
48005	8
48006	8
48007	8
48008	8
48009	8
48010	8
48011	8
48012	8
48013	8
48014	8
48015	8
48016	8
48017	8
48018	8
48019	8
48020	8
48021	8
48022	8
48023	8
48024	8
48025	8
48026	8
48027	8
48028	8
48029	8
48030	8
48031	8
48032	8
48033	8
48034	8
48035	8
48036	8
48037	8
48038	8
48039	8
48040	8
48041	8
48042	8
48043	8
48044	8
48045	8
48046	8
48047	8
48048	8
48049	8
48050	8
48051	8
48052	8
48053	8
48054	8
48055	8
48056	8
48057	8
48058	8
48059	8
48060	8
48061	8
48062	8
48063	8
48064	8
48065	8
48066	8
48067	8
48068	8
48069	8
48070	8
48071	8
48072	8
48073	8
48074	8
48075	8
48076	8
48077	8
48078	8
48079	8
48080	8
48081	8
48082	8
48083	8
48084	8
48085	8
48086	8
48087	8
48088	8
48089	8
48090	8
48091	8
48092	8
48093	8
48094	8
48095	8
48096	8
48097	8
48098	8
48099	8
48100	8
48101	8
48102	8
48103	8
48104	8
48105	8
48106	8
48107	8
48108	8
48109	8
48110	8
48111	8
48112	8
48113	8
48114	8
48115	8
48116	8
48117	8
48118	8
48119	8
48120	8
48121	8
48122	8
48123	8
48124	8
48125	8
48126	8
48127	8
48128	8
