47500	20
47501	20
47502	20
47503	20
47504	20
47505	20
47506	20
47507	20
47508	20
47509	20
47510	20
47511	20
47512	20
47513	20
47514	20
47515	20
47516	20
47517	20
47518	20
47519	20
47520	20
47521	20
47522	20
47523	20
47524	20
47525	20
47526	20
47527	20
47528	20
47529	20
47530	20
47531	20
47532	20
47533	20
47534	20
47535	20
47536	20
47537	20
47538	20
47539	20
47540	20
47541	20
47542	20
47543	20
47544	20
47545	20
47546	20
47547	20
47548	20
47549	20
47550	20
47551	20
47552	20
47553	20
47554	20
47555	20
47556	20
47557	20
47558	20
47559	20
47560	20
47561	20
47562	20
47563	20
47564	20
47565	20
47566	20
47567	20
47568	20
47569	20
47570	20
47571	20
47572	20
47573	20
47574	20
47575	20
47576	20
47577	20
47578	20
47579	20
47580	20
47581	20
47582	20
47583	20
47584	20
47585	20
47586	20
47587	20
47588	20
47589	20
47590	20
47591	20
47592	20
47593	20
47594	20
47595	20
47596	20
47597	20
47598	20
47599	20
47600	20
47601	20
47602	20
47603	20
47604	20
47605	20
47606	20
47607	20
47608	20
47609	20
47610	20
47611	20
47612	20
47613	20
47614	20
47615	20
47616	20
47617	20
47618	20
47619	20
47620	20
47621	20
47622	20
47623	20
47624	20
47625	20
47626	20
47627	20
47628	20
47629	20
47630	20
47631	20
47632	20
47633	20
47634	20
47635	20
47636	20
47637	20
47638	20
47639	20
47640	20
47641	20
47642	20
47643	20
47644	20
47645	20
47646	20
47647	20
47648	20
47649	20
47650	20
47651	20
47652	20
47653	20
47654	20
47655	20
47656	20
47657	20
47658	20
47659	20
47660	20
47661	20
47662	20
47663	20
47664	20
47665	20
47666	20
47667	20
47668	20
47669	20
47670	20
47671	20
47672	20
47673	20
47674	20
47675	20
47676	20
47677	20
47678	20
47679	20
47680	20
47681	20
47682	20
47683	20
47684	20
47685	20
47686	20
47687	20
47688	20
47689	20
47690	20
47691	20
47692	20
47693	20
47694	20
47695	20
47696	20
47697	20
47698	20
47699	20
47700	20
47701	20
47702	20
47703	20
47704	20
47705	20
47706	20
47707	20
47708	20
47709	20
47710	20
47711	20
47712	20
47713	20
47714	20
47715	20
47716	20
47717	20
47718	20
47719	20
47720	20
47721	20
47722	20
47723	20
47724	20
47725	20
47726	20
47727	20
47728	20
47729	20
47730	20
47731	20
47732	20
47733	20
47734	20
47735	20
47736	20
47737	20
47738	20
47739	20
47740	20
47741	20
47742	20
47743	20
47744	20
47745	20
47746	20
47747	20
47748	20
47749	20
47750	20
47751	20
47752	20
47753	20
47754	20
47755	20
47756	20
47757	20
47758	20
47759	20
47760	20
47761	20
47762	20
47763	20
47764	20
47765	20
47766	20
47767	20
47768	20
47769	20
47770	20
47771	20
47772	20
47773	20
47774	20
47775	20
47776	20
47777	20
47778	20
47779	20
47780	20
47781	20
47782	20
47783	20
47784	20
47785	20
47786	20
47787	20
47788	20
47789	20
47790	20
47791	20
47792	20
47793	20
47794	20
47795	20
47796	20
47797	20
47798	20
47799	20
47800	20
47801	20
47802	20
47803	20
47804	20
47805	20
47806	20
47807	20
47808	20
47809	20
47810	20
47811	20
47812	20
47813	20
47814	20
47815	20
47816	20
47817	20
47818	20
47819	20
47820	20
